V4_TIPUSSORTIDA_2,V5_SORTIDA_ESGLAONADA,V6_PROBLEMATICA_DROGUES,V7_PROBLEMÀTICA_SALUTMENTAL_DROGUES,V8_SEGREGACIÓ_REGIMTANCAT,V9_REINGRES_ANTERIOR,V11_CLAS_86_4,V12_CLAS_UD,V13_TIPUSLC,V14_ACCES_LC,V18_SEXE,V19_ESTRANGERS,V20_AREAGEOG,V21_RESIDENCIA,V22_ESTUDIS,V23_CATALA,V24_CASTELLA,V25_FILLS_AGRUPADA,V26_EXPULSIO,V27_EDAT_PB_AGRUPADA,V28_EDAT_SORTIDAPB_AGRUPADA,V29_R3C_F16_DesajustInfantil,V30_R3C_F18_NivellEducatiu,V31_R3C_F19_ProblemesOcupacio,V32_R3C_F20_MancaRecursosEconomics,V33_R3C_F21_AbsenciaPlansFutur,V34_R3C_F22_AntecedentsFamilia,V35_R3C_F23_SocialitzacioProblematica,V36_R3C_F24_MancaSuportFamiliarSocial,V37_R3C_F25_PertinençaBandes,V38_R3C_F26_PertinençaGrupRisc,V39_R3C_F27_RolDelictiuDestacat,V40_R3C_F28_VictimaVIGE,V41_R3C_F29_CarreguesFamiliars,V42_R3C_F30_ConsumDrogues,V43_R3C_F31_ConsumAlcohol,V44_R3C_F32_TranstornMentalSever,V45_R3C_F33_ComportamentSexualRisc,V46_R3C_F34_RespostaLimitadaTractament,V47_R3C_F35_TranstornPersonalitat,V48_R3C_F36_PobreAfrontamentEstres,V49_R3C_F37_IntentsAutolesio,V50_R3C_F38_ActitudsProcriminals,V51_R3C_F39_BaixCI,V52_R3C_F40_Temeritat,V53_R3C_F41_Impulsivitat,V54R3C_F42_Hostilitat,V55_R3C_F43_Irresponsabilitat,V56_R3C_F19_ProblemesOcupacio_dico,V57_R3C_F20_MancaRecursosEconomics_dico,V58_R3C_F21_AbsenciaPlansFutur_dico,V59_R3C_F24_MancaSuportFamiliarSocial_dico,V60_R3C_F30_ConsumDrogues_dico,V61_R3C_F31_ConsumAlcohol_dico,V62_R3C_F34_RespostaLimitadaTractament_dico,V63_R3C_F36_PobreAfrontamentEstres_dico,V64_R3C_F40_Temeritat_dico,V65_R3C_F41_Impulsivitat_dico,V66_R3C_F42_Hostilitat_dico,V67_R3C_F43_Irresponsabilitat_dico,V68_DROGUES_RISCANVI,V69_DELICTEPB,V70_DELICTEPBCAT,V71_DELICTEPBCAT_NOVA,V72_DELICTEPBVIOL,V73_DELICTES_ACUMULATS,V74_RESPCIVIL,V75_OPV,V76_R3C_F03_IntoxicacioDelicteBase,V77_R3C_F04_VictimesLesions,V78_R3C_F07_HistoriaViolencia,V79_R3C_F08_IniciActivitatDelictiva,V80_R3C_F09_IncrementGravetatDelictes,V81_LLP,V82_INGRESPENAT,V83_CLAS_INICIAL,V84_INGRESANTERIOR,V85_INGRESANTERIOR_AGRUPADA,V86_DURADA_PENA_RisCanvi,V87_DURADA_PENA_PENITENCIARI,V88_DURADA_PENA_ESTUDISANTER,V89_TEMPSCONDEMNA_ANUAL,V90_PERMISOS,V91_SORTIDES_100_2,V92_INCIDENTS,V93_EXPEDIENTS,V94_EXP_MOLTGREU,V95_EXP_GREU,V96_REGRESSIONS,V97_UBICA_SUPERVISIO,V98_UBICA_INFERMERIA,V99_UBICA_PSIQUIATRIA,V100_CLASSIFICACIONS,V101_REGRESSIONS_1RGRAU,V102_REGRESSIONS_2GRAU,V103_TERCERGRAU,V104_R3C_F10_ConflictesAmbInterns,V105_R3C_F11_IncomplimentsMesures,V106_R3C_F12_ExpedientsDisciplinaris,V107_R3C_F13_EvasionsFugues,V108_R3C_F14_RegressioGrau,V109_R3C_F15_TrencamentPermisos,V110_R3C_F10_ConflictesAmbInterns_dico,V111_R3C_F11_IncomplimentsMesures_dico,V112_R3C_F12_ExpedientsDisciplinaris_dico,V113_R3C_F13_EvasionsFugues_dico,V114_R3C_F14_RegressioGrau_dico,V115_R3C_F15_TrencamentPermisos_dico,V116_TRACTAMENT_VIOLÈNCIES,V117_TRACTAMENT,V118_TRACTAMENT_TIPUS,V119_TRACTAMENT_SAC,V120_TRACTAMENT_VIGE,V121_TRACTAMENT_DEVI,V122_TRACTAMENT_DROGUES,V123_TRACTAMENT_TRANSIT,V132_TEMPSCONDEMNA_TOTAL,V133_TEMPSFINS_1rPermís,V134_TEMPSFINS_3rGrau,V135_TEMPSFINS_LC,V136_TEMPSFINS_86.4,V137_TEMPSFINS_UD,V138_EDAT_1RINGRÉS,V139_EDAT_DELICTEPBASE,V140_EDAT_PENABASE,V141_EDAT_SORTIDAPBASE,V146_N_FILLS,V147_NCLAS_DIFERENT,V148_NINGRESANTERIOR,V150_NREGRESSIONS,V151_NREGRESSIONS1R,V152_NREGRESSIONS2N,V153_N_UBICA_MODULS,V154_N_UBICA_SUPERVISIO,V155_N_UBICA_INFERMERIA,V156_N_UBICA_PSIQUIATRIA,V157_N_EXPEDIENTS_MLTGREU,V158_N_EXPEDIENTS_GREU,V159_HORES_ACTIVITATS_TRACTAMENT,V160_H_ANIMACIÓSOCIOCULTURAL,V161_H_OPERARI_AUXOFICINA,V162_H_EDUCACIOREGLADA,V163_H_ESPORT,V164_H_FORMACIOOCUPACIONAL,V165_H_TRACTAMENT_TRANSIT,V166_H_CONDUCTESADDICTIVES,V167_H_SALUTMENTAL,V168_H_EMOCIONAL_IMPULSOS,V189_NACIONALITAT,V190_MUNICIPI,V191_COMARCA,V192_PROVINCIA,V193_ESTUDIS,V194_INSTRUCCIO
3,3.0,0.0,0.0,0,2,0,0,9,0,1,1,1,1,2,0,2,2,9,2.0,3.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9401,6,8,2,3,2,2,2,2,2,2,2,2,1,3,2,4,2.0,1.0,2.0,2.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,820.0,10.731707317073171,9.878048780487806,-1.0,-1.0,-1.0,44.0,44.0,44.0,46.0,4,0,0,0,0,0,3,0,0,0,0,0,261.0,4.0,0.0,21.0,0.0,236.0,0.0,0.0,0.0,0.0,Espanya,Lleida,Segrià,Lleida,4,Formació intrumental 3
4,4.0,0.0,0.0,0,2,0,0,1,1,1,2,4,1,2,0,1,1,2,1.0,1.0,2,1,1,1,1,3,3,1,2,1,2,2,1,3,3,2,2,3,2,3,3,3,2,3,3,3,3,1,1,1,1,2,2,2,2,2,2,2,2,0,9359,4,6,2,4,2,2,2,0,2,2,2,2,1,3,2,4,1.0,1.0,1.0,2.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,2,3,3,3,3,2,1,2,2,2,2,0,0,9,0,0,0,0,0,730.0,10.547945205479452,9.58904109589041,11.232876712328768,-1.0,-1.0,26.0,26.0,26.0,28.0,1,0,0,0,0,0,8,0,0,0,0,0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,Marroc,Barcelona,Barcelonès,Barcelona,4,Formació intrumental 3
4,9.0,0.0,0.0,0,2,1,0,2,1,1,1,1,1,3,2,2,0,9,2.0,2.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9392,6,8,2,3,2,2,2,2,2,2,2,2,3,3,2,4,2.0,1.0,2.0,2.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,1090.0,5.045871559633028,4.587155963302752,50.45871559633027,55.04587155963303,-1.0,31.0,31.0,31.0,33.0,0,0,0,0,0,0,7,0,0,0,0,0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,Espanya,Barcelona,Barcelonès,Barcelona,5,Educació secundària 2
2,2.0,0.0,0.0,0,2,0,0,9,0,1,2,4,1,1,0,1,0,2,1.0,1.0,2,1,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,1,3,3,2,2,2,2,2,2,2,2,2,1,2,2,0,9237,3,5,2,3,2,2,2,1,2,2,1,2,2,3,1,3,1.0,1.0,1.0,2.0,0,0,1,1,1,1,2,2,2,2,1,3,2,1,2,1,2,3,2,2,1,1,1,2,1,1,0,0,9,0,0,0,0,0,693.0,-1.0,53.102453102453104,-1.0,-1.0,-1.0,26.0,36.0,26.0,28.0,0,0,1,0,0,0,4,0,0,0,3,3,118.0,0.0,0.0,0.0,4.0,114.0,0.0,0.0,0.0,0.0,Marroc,Cambrils,Baix Camp,Tarragona,2,Formació intrumental 1
5,0.0,0.0,0.0,0,2,0,0,9,0,1,1,1,1,3,0,2,0,9,2.0,2.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9623,3,5,2,4,2,2,9,9,9,9,9,2,1,0,1,3,1.0,1.0,1.0,1.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,0,0,0,0,0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,31.0,31.0,31.0,0,0,1,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espanya,Barcelona,Barcelonès,Barcelona,5,Educació secundària 1
5,0.0,0.0,0.0,0,1,0,0,9,0,1,2,2,1,3,0,2,0,2,1.0,1.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9623,3,5,2,4,2,2,9,9,9,9,9,2,1,2,1,2,1.0,1.0,1.0,1.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,0,0,0,0,0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,30.0,30.0,30.0,0,0,3,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,França,Barcelona,Barcelonès,Barcelona,5,Educació secundària 1
2,2.0,0.0,0.0,0,1,0,0,9,0,1,1,1,1,3,2,2,0,9,1.0,1.0,1,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,2,1,2,3,2,2,3,2,3,3,1,1,2,2,2,1,1,1,2,1,2,2,1,90153,1,2,1,3,2,1,2,0,1,2,2,2,1,2,2,4,1.0,1.0,1.0,2.0,0,0,1,1,2,1,2,2,2,2,1,3,2,0,3,2,2,3,3,3,2,1,1,2,2,2,0,0,9,0,0,0,0,0,544.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.0,23.0,23.0,24.0,0,0,0,0,0,0,4,0,0,0,0,6,85.0,0.0,0.0,35.0,29.0,0.0,0.0,0.0,0.0,21.0,Espanya,Sabadell,Vallès Occidental,Barcelona,5,Educació secundària 2
4,4.0,0.0,0.0,0,2,0,0,1,1,1,1,1,1,3,1,2,1,9,2.0,2.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9241,3,5,2,4,1,2,2,2,2,2,2,2,1,3,2,4,2.0,1.0,2.0,2.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,820.0,42.19512195121951,41.829268292682926,42.68292682926829,-1.0,-1.0,43.0,44.0,43.0,45.0,1,0,0,0,0,0,5,0,0,0,0,0,404.0,0.0,0.0,0.0,87.0,317.0,0.0,0.0,0.0,0.0,Espanya,Ripollet,Vallès Occidental,Barcelona,5,Educació secundària 1
4,4.0,0.0,0.0,0,2,0,0,1,1,1,1,1,1,4,2,2,0,9,2.0,2.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9241,3,5,2,3,1,2,2,2,2,2,2,2,3,3,2,4,2.0,1.0,2.0,2.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,910.0,10.0,9.56043956043956,12.747252747252746,-1.0,-1.0,38.0,38.0,38.0,40.0,0,0,0,0,0,0,6,0,0,0,0,0,26.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,Espanya,Terrassa,Vallès Occidental,Barcelona,6,Batxillerat 1
3,4.0,1.0,0.0,1,2,0,0,1,1,1,2,6,1,4,1,2,0,2,1.0,1.0,2,2,2,3,3,3,3,3,2,2,2,2,2,3,1,2,2,4,2,2,3,3,2,3,2,3,3,1,2,2,2,2,1,2,1,2,1,2,2,1,9238,3,5,2,3,2,2,2,0,2,2,1,2,3,2,2,4,2.0,1.0,2.0,2.0,1,0,1,1,1,1,2,1,2,2,2,3,2,1,1,2,2,3,3,3,1,1,1,2,2,2,0,1,4,0,0,0,1,0,1055.0,57.535545023696685,71.27962085308057,-1.0,-1.0,-1.0,23.0,36.0,23.0,25.0,0,1,0,0,0,0,5,2,0,0,2,3,725.0,118.0,0.0,0.0,128.0,331.0,47.0,35.0,0.0,66.0,Equador,Manresa,Bages,Barcelona,6,Batxillerat 1
5,0.0,0.0,0.0,0,2,0,0,9,0,2,1,1,1,2,2,2,0,9,1.0,1.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9623,3,5,2,3,2,2,9,9,9,9,9,2,1,0,1,2,1.0,1.0,1.0,1.0,0,0,1,1,1,2,2,2,2,2,1,3,2,0,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,0,0,0,0,0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,30.0,30.0,30.0,0,0,4,0,0,0,3,0,0,0,1,0,43.0,25.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,Espanya,Barcelona,Barcelonès,Barcelona,4,Formació intrumental 3
4,9.0,0.0,0.0,0,2,1,0,3,1,1,1,1,1,3,2,2,1,9,3.0,3.0,2,2,3,3,3,3,3,3,2,2,2,2,1,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9392,6,8,2,4,1,2,2,0,2,3,2,2,1,3,2,4,2.0,1.0,2.0,2.0,1,1,2,2,2,2,1,2,2,2,3,3,1,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,1024.0,8.88671875,8.3984375,47.65625,51.07421875,-1.0,52.0,52.0,52.0,53.0,2,2,0,1,0,1,9,0,0,0,0,0,216.0,44.0,0.0,0.0,3.0,161.0,0.0,0.0,0.0,8.0,Espanya,Arenys de Munt,Maresme,Barcelona,5,Educació secundària 2
5,0.0,0.0,0.0,0,2,0,0,9,0,1,2,2,1,1,0,1,0,2,2.0,2.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9623,3,5,2,3,2,2,9,9,9,9,9,2,1,0,1,2,1.0,1.0,1.0,1.0,0,0,1,1,2,1,2,2,2,2,1,3,2,0,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,0,0,0,0,0,90.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.0,34.0,34.0,34.0,0,0,2,0,0,0,4,0,0,0,0,2,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,Romania,Barcelona,Barcelonès,Barcelona,3,Formació intrumental 2
4,9.0,0.0,0.0,0,2,1,0,1,1,2,2,6,1,4,0,2,1,2,2.0,2.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9359,4,6,2,4,2,2,2,2,2,2,2,2,3,3,2,4,2.0,2.0,2.0,3.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,1105.0,2.6244343891402715,2.6244343891402715,0.0,19.638009049773757,-1.0,36.0,36.0,36.0,38.0,2,0,0,0,0,0,4,0,0,0,0,0,56.0,26.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,R. Dominicana,Barcelona,Barcelonès,Barcelona,6,Batxilletat 2
2,2.0,0.0,0.0,0,2,0,0,9,0,1,1,1,1,3,2,2,1,9,3.0,3.0,2,1,3,2,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,2,3,2,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,0,9147,1,1,1,4,1,2,1,1,1,3,2,2,3,2,1,3,1.0,1.0,1.0,1.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,120.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.0,56.0,56.0,56.0,1,0,1,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espanya,Santa Margarida de Montbu,Anoia,Barcelona,5,Educació secundària 1
4,4.0,0.0,0.0,0,2,0,0,2,1,1,2,6,1,3,0,2,0,2,2.0,2.0,2,2,3,3,3,3,3,2,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,1,2,2,2,2,2,2,2,2,0,9359,4,6,2,4,2,2,2,0,2,3,2,2,3,3,2,4,2.0,2.0,2.0,3.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,2,3,3,3,3,2,1,2,2,2,2,0,0,9,0,0,0,0,0,1185.0,3.628691983122363,3.459915611814346,4.050632911392405,-1.0,-1.0,36.0,36.0,36.0,38.0,0,0,0,0,0,0,8,0,0,0,0,0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,R. Dominicana,Esplugues de Llobregat,Baix Llobregat,Barcelona,5,Educació secundària 2
4,9.0,0.0,0.0,0,2,1,0,1,1,1,2,2,1,3,0,2,0,2,1.0,2.0,2,1,4,4,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9238,3,5,2,4,1,2,2,0,2,2,2,2,1,2,2,4,2.0,1.0,2.0,2.0,1,0,2,2,2,2,2,2,2,2,3,3,2,1,3,2,3,3,3,3,2,1,2,2,2,2,0,0,9,0,0,0,0,0,785.0,52.10191082802548,53.503184713375795,62.29299363057325,76.05095541401273,-1.0,29.0,29.0,29.0,31.0,0,2,0,0,0,0,9,0,0,0,0,0,434.0,11.0,0.0,20.0,11.0,353.0,0.0,0.0,0.0,39.0,Romania,Lloret de Mar,Selva,Girona,5,Educació secundària 2
5,0.0,0.0,0.0,0,1,0,0,9,0,2,2,4,1,1,0,1,1,1,1.0,1.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9623,3,5,2,4,2,2,9,9,9,9,9,2,1,2,1,2,1.0,1.0,1.0,1.0,0,0,2,2,2,2,2,2,1,2,1,3,2,0,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,0,0,0,0,0,35.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.0,25.0,25.0,25.0,2,0,3,0,0,0,3,0,1,0,0,0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,Marroc,Barcelona,Barcelonès,Barcelona,3,Formació intrumental 2
5,0.0,0.0,0.0,0,1,0,0,9,0,1,2,4,1,2,0,2,1,1,2.0,2.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9623,3,5,2,4,2,2,9,9,9,9,9,2,1,2,1,3,1.0,1.0,1.0,1.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,0,0,0,0,0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,33.0,34.0,33.0,1,0,1,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Algèria,Santa Coloma de Gramenet,Barcelonès,Barcelona,4,Formació intrumental 3
4,4.0,0.0,0.0,0,2,0,0,1,1,1,1,1,1,3,2,2,0,9,3.0,3.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,90173,1,2,1,2,2,2,2,2,2,2,2,2,2,3,2,4,2.0,1.0,2.0,2.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,907.0,-1.0,0.0,0.0,-1.0,-1.0,70.0,68.0,70.0,70.0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espanya,Barcelona,Barcelonès,Barcelona,9,n/c
2,2.0,0.0,0.0,0,1,0,0,9,0,1,1,1,1,3,2,2,1,9,2.0,2.0,2,1,3,3,3,3,3,3,2,2,2,2,1,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,90153,1,2,1,3,2,2,2,2,1,2,2,1,1,2,1,3,1.0,1.0,1.0,2.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,3,2,3,3,3,3,2,1,2,2,2,2,0,0,9,0,0,0,0,0,540.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.0,36.0,37.0,38.0,1,0,1,0,0,0,5,0,0,0,0,0,203.0,0.0,0.0,25.0,70.0,108.0,0.0,0.0,0.0,0.0,Espanya,Sant Pere de Ribes,Garraf,Barcelona,5,Educació secundària 2
4,9.0,0.0,0.0,0,2,1,0,2,1,1,1,1,1,2,2,2,1,9,3.0,3.0,2,1,3,3,3,3,2,3,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,3,3,3,2,2,2,2,2,2,2,1,2,2,2,2,0,9620,1,1,1,2,2,2,2,0,1,3,2,1,1,3,1,3,2.0,1.0,2.0,2.0,1,0,2,2,2,2,2,2,1,2,1,3,2,1,3,2,3,3,3,3,2,1,2,2,2,2,0,0,9,0,0,0,0,1,752.0,7.97872340425532,7.180851063829787,37.5,20.74468085106383,-1.0,55.0,36.0,55.0,56.0,2,0,1,0,0,0,7,0,6,0,0,0,86.0,52.0,0.0,18.0,0.0,0.0,16.0,0.0,0.0,0.0,Espanya,Badalona,Barcelonès,Barcelona,4,Formació intrumental 3
2,2.0,1.0,0.0,1,2,0,0,9,0,1,1,1,1,2,2,2,0,9,2.0,2.0,2,1,3,3,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,3,3,3,2,3,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,1,9234,3,5,2,3,2,2,2,0,2,2,2,2,1,2,2,4,1.0,1.0,1.0,2.0,0,0,1,1,1,1,1,2,2,2,3,2,2,0,3,2,3,3,3,3,2,1,2,2,2,2,0,0,9,0,0,0,0,0,708.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.0,36.0,34.0,36.0,0,2,0,1,1,0,7,0,0,0,2,3,588.0,0.0,0.0,34.0,301.0,197.0,0.0,37.0,9.0,10.0,Espanya,Llinars del Vallès,Vallès Oriental,Barcelona,4,Formació intrumental 3
5,0.0,0.0,0.0,0,2,0,0,9,0,1,2,6,1,2,0,2,1,2,2.0,2.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9234,3,5,2,4,2,2,9,9,9,9,9,2,1,0,1,3,1.0,1.0,1.0,2.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,0,0,0,0,0,545.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,36.0,33.0,33.0,2,0,1,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Equador,Santa Coloma de Gramenet,Barcelonès,Barcelona,4,Formació intrumental 3
2,2.0,1.0,0.0,0,1,0,0,9,0,1,1,1,1,3,1,2,1,9,1.0,1.0,2,1,3,3,3,2,2,3,2,2,2,2,2,3,3,2,2,3,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,0,9241,3,5,2,4,1,2,1,0,1,2,1,2,1,2,2,4,2.0,1.0,2.0,2.0,1,1,1,1,2,1,2,2,2,2,1,3,2,0,2,3,2,3,3,3,1,2,1,2,2,2,0,1,4,0,0,0,1,0,740.0,91.62162162162164,-1.0,-1.0,-1.0,-1.0,25.0,36.0,25.0,27.0,2,0,0,0,0,0,5,0,0,0,0,4,624.0,159.0,0.0,152.0,0.0,265.0,0.0,0.0,0.0,48.0,Espanya,Lleida,Segrià,Lleida,5,Educació secundària 1
5,0.0,0.0,0.0,0,1,0,0,9,0,1,2,2,1,2,0,1,0,2,2.0,2.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9623,3,5,2,3,2,2,9,9,9,9,9,2,1,2,1,1,1.0,1.0,1.0,1.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,0,0,0,0,0,34.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.0,35.0,35.0,35.0,0,0,7,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Romania,L'Hospitalet de Llobregat,Barcelonès,Barcelona,4,Formació intrumental 3
4,4.0,0.0,0.0,0,2,0,0,1,1,1,2,5,1,2,0,2,1,2,2.0,2.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9392,6,8,2,3,2,2,2,2,2,2,2,2,1,2,2,4,1.0,1.0,1.0,2.0,1,0,2,2,2,2,2,2,2,2,2,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,627.0,54.22647527910686,68.74003189792664,7.814992025518341,-1.0,-1.0,42.0,43.0,42.0,44.0,1,1,0,0,0,0,6,0,0,0,0,0,248.0,32.0,0.0,0.0,3.0,213.0,0.0,0.0,0.0,0.0,"Congo,Brazz.",BADALONA,Barcelonès,Barcelona,4,Formació intrumental 3
2,2.0,0.0,0.0,0,2,0,0,9,0,1,1,1,1,4,2,2,1,9,3.0,3.0,2,1,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,9147,1,1,1,4,1,2,2,1,1,3,1,2,3,2,2,4,1.0,1.0,1.0,2.0,0,0,1,1,1,2,2,2,2,1,1,3,2,0,3,3,3,3,3,3,2,2,2,2,2,2,1,1,5,0,1,0,1,0,730.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.0,47.0,47.0,49.0,1,0,0,0,0,0,10,0,0,3,2,0,218.0,86.0,0.0,0.0,73.0,18.0,15.0,26.0,0.0,0.0,Espanya,Vilanova i la Geltrú,Garraf,Barcelona,6,Batxillerat 1
