V4_TIPUSSORTIDA_2,V5_SORTIDA_ESGLAONADA,V6_PROBLEMATICA_DROGUES,V7_PROBLEMÀTICA_SALUTMENTAL_DROGUES,V8_SEGREGACIÓ_REGIMTANCAT,V9_REINGRES_ANTERIOR,V11_CLAS_86_4,V12_CLAS_UD,V13_TIPUSLC,V14_ACCES_LC,V18_SEXE,V19_ESTRANGERS,V20_AREAGEOG,V21_RESIDENCIA,V22_ESTUDIS,V23_CATALA,V24_CASTELLA,V25_FILLS_AGRUPADA,V26_EXPULSIO,V27_EDAT_PB_AGRUPADA,V28_EDAT_SORTIDAPB_AGRUPADA,V29_R3C_F16_DesajustInfantil,V30_R3C_F18_NivellEducatiu,V31_R3C_F19_ProblemesOcupacio,V32_R3C_F20_MancaRecursosEconomics,V33_R3C_F21_AbsenciaPlansFutur,V34_R3C_F22_AntecedentsFamilia,V35_R3C_F23_SocialitzacioProblematica,V36_R3C_F24_MancaSuportFamiliarSocial,V37_R3C_F25_PertinençaBandes,V38_R3C_F26_PertinençaGrupRisc,V39_R3C_F27_RolDelictiuDestacat,V40_R3C_F28_VictimaVIGE,V41_R3C_F29_CarreguesFamiliars,V42_R3C_F30_ConsumDrogues,V43_R3C_F31_ConsumAlcohol,V44_R3C_F32_TranstornMentalSever,V45_R3C_F33_ComportamentSexualRisc,V46_R3C_F34_RespostaLimitadaTractament,V47_R3C_F35_TranstornPersonalitat,V48_R3C_F36_PobreAfrontamentEstres,V49_R3C_F37_IntentsAutolesio,V50_R3C_F38_ActitudsProcriminals,V51_R3C_F39_BaixCI,V52_R3C_F40_Temeritat,V53_R3C_F41_Impulsivitat,V54R3C_F42_Hostilitat,V55_R3C_F43_Irresponsabilitat,V56_R3C_F19_ProblemesOcupacio_dico,V57_R3C_F20_MancaRecursosEconomics_dico,V58_R3C_F21_AbsenciaPlansFutur_dico,V59_R3C_F24_MancaSuportFamiliarSocial_dico,V60_R3C_F30_ConsumDrogues_dico,V61_R3C_F31_ConsumAlcohol_dico,V62_R3C_F34_RespostaLimitadaTractament_dico,V63_R3C_F36_PobreAfrontamentEstres_dico,V64_R3C_F40_Temeritat_dico,V65_R3C_F41_Impulsivitat_dico,V66_R3C_F42_Hostilitat_dico,V67_R3C_F43_Irresponsabilitat_dico,V68_DROGUES_RISCANVI,V69_DELICTEPB,V70_DELICTEPBCAT,V71_DELICTEPBCAT_NOVA,V72_DELICTEPBVIOL,V73_DELICTES_ACUMULATS,V74_RESPCIVIL,V75_OPV,V76_R3C_F03_IntoxicacioDelicteBase,V77_R3C_F04_VictimesLesions,V78_R3C_F07_HistoriaViolencia,V79_R3C_F08_IniciActivitatDelictiva,V80_R3C_F09_IncrementGravetatDelictes,V81_LLP,V82_INGRESPENAT,V83_CLAS_INICIAL,V84_INGRESANTERIOR,V85_INGRESANTERIOR_AGRUPADA,V86_DURADA_PENA_RisCanvi,V87_DURADA_PENA_PENITENCIARI,V88_DURADA_PENA_ESTUDISANTER,V89_TEMPSCONDEMNA_ANUAL,V90_PERMISOS,V91_SORTIDES_100_2,V92_INCIDENTS,V93_EXPEDIENTS,V94_EXP_MOLTGREU,V95_EXP_GREU,V96_REGRESSIONS,V97_UBICA_SUPERVISIO,V98_UBICA_INFERMERIA,V99_UBICA_PSIQUIATRIA,V100_CLASSIFICACIONS,V101_REGRESSIONS_1RGRAU,V102_REGRESSIONS_2GRAU,V103_TERCERGRAU,V104_R3C_F10_ConflictesAmbInterns,V105_R3C_F11_IncomplimentsMesures,V106_R3C_F12_ExpedientsDisciplinaris,V107_R3C_F13_EvasionsFugues,V108_R3C_F14_RegressioGrau,V109_R3C_F15_TrencamentPermisos,V110_R3C_F10_ConflictesAmbInterns_dico,V111_R3C_F11_IncomplimentsMesures_dico,V112_R3C_F12_ExpedientsDisciplinaris_dico,V113_R3C_F13_EvasionsFugues_dico,V114_R3C_F14_RegressioGrau_dico,V115_R3C_F15_TrencamentPermisos_dico,V116_TRACTAMENT_VIOLÈNCIES,V117_TRACTAMENT,V118_TRACTAMENT_TIPUS,V119_TRACTAMENT_SAC,V120_TRACTAMENT_VIGE,V121_TRACTAMENT_DEVI,V122_TRACTAMENT_DROGUES,V123_TRACTAMENT_TRANSIT,V132_TEMPSCONDEMNA_TOTAL,V133_TEMPSFINS_1rPermís,V134_TEMPSFINS_3rGrau,V135_TEMPSFINS_LC,V136_TEMPSFINS_86.4,V137_TEMPSFINS_UD,V138_EDAT_1RINGRÉS,V139_EDAT_DELICTEPBASE,V140_EDAT_PENABASE,V141_EDAT_SORTIDAPBASE,V146_N_FILLS,V147_NCLAS_DIFERENT,V148_NINGRESANTERIOR,V150_NREGRESSIONS,V151_NREGRESSIONS1R,V152_NREGRESSIONS2N,V153_N_UBICA_MODULS,V154_N_UBICA_SUPERVISIO,V155_N_UBICA_INFERMERIA,V156_N_UBICA_PSIQUIATRIA,V157_N_EXPEDIENTS_MLTGREU,V158_N_EXPEDIENTS_GREU,V159_HORES_ACTIVITATS_TRACTAMENT,V160_H_ANIMACIÓSOCIOCULTURAL,V161_H_OPERARI_AUXOFICINA,V162_H_EDUCACIOREGLADA,V163_H_ESPORT,V164_H_FORMACIOOCUPACIONAL,V165_H_TRACTAMENT_TRANSIT,V166_H_CONDUCTESADDICTIVES,V167_H_SALUTMENTAL,V168_H_EMOCIONAL_IMPULSOS,V189_NACIONALITAT,V190_MUNICIPI,V191_COMARCA,V192_PROVINCIA,V193_ESTUDIS,V194_INSTRUCCIO
2,2.0,1.0,0.0,0,2,0,0,9,0,1,1,1,1,1,2,2,1,9,3.0,3.0,2,1,3,3,1,3,3,1,2,2,2,2,2,3,2,2,2,2,2,1,3,3,2,3,2,3,2,2,2,1,1,2,1,1,1,2,1,2,1,1,90148,1,2,1,2,2,2,2,1,2,3,2,2,1,2,2,4,1.0,1.0,1.0,2.0,1,0,2,2,2,2,2,2,2,2,1,3,2,0,1,2,3,3,3,1,1,1,2,2,2,1,1,1,5,0,1,0,1,1,542.0,67.52767527675277,-1.0,-1.0,-1.0,-1.0,62.0,36.0,62.0,63.0,2,0,0,0,0,0,6,0,0,0,0,0,105.0,23.0,0.0,0.0,0.0,0.0,47.0,35.0,0.0,0.0,Espanya,Sant Vicenç dels Horts,Baix Llobregat,Barcelona,3,Formació intrumental 2
5,0.0,0.0,0.0,0,1,0,0,9,0,1,1,1,1,3,2,2,1,9,2.0,2.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9000,9,9,9,4,2,2,9,9,9,9,9,2,1,2,1,3,1.0,1.0,1.0,2.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,0,0,0,0,0,545.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,36.0,31.0,31.0,2,0,1,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espanya,Esparreguera,Baix Llobregat,Barcelona,5,CCFF de grau mitjà
4,4.0,0.0,0.0,0,2,0,0,1,1,1,2,4,1,1,2,2,0,2,1.0,1.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9368,4,6,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2.0,2.0,2.0,3.0,1,0,2,2,2,2,2,2,2,2,2,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,1098.0,48.63387978142077,58.01457194899818,45.90163934426229,-1.0,-1.0,28.0,28.0,28.0,30.0,0,1,0,0,0,0,2,0,0,0,0,0,132.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,Marroc,Barberà del Vallès,Vallès Occidental,Barcelona,3,Formació intrumental 2
4,4.0,1.0,0.0,0,2,0,0,1,1,1,1,1,1,3,2,2,0,9,2.0,2.0,2,1,3,3,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,3,3,3,2,3,3,3,3,2,2,2,2,2,1,1,2,2,2,2,2,1,9359,4,6,2,4,2,2,2,0,1,2,1,2,3,2,2,4,1.0,1.0,1.0,2.0,1,0,1,1,1,2,2,2,1,2,2,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,730.0,44.657534246575345,59.58904109589041,62.73972602739726,-1.0,-1.0,35.0,35.0,35.0,37.0,0,1,0,0,0,0,9,0,1,0,1,0,567.0,53.0,0.0,143.0,281.0,12.0,0.0,78.0,0.0,0.0,Espanya,Castellar del Vallès,Vallès Occidental,Barcelona,5,Educació secundària 1
4,4.0,0.0,0.0,0,2,0,0,2,1,1,2,4,1,1,1,2,0,1,1.0,2.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9359,4,6,2,4,2,2,2,2,2,2,2,2,3,3,2,4,2.0,2.0,2.0,3.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,1126.0,15.2753108348135,14.564831261101244,29.928952042628776,-1.0,-1.0,30.0,30.0,30.0,32.0,0,0,0,0,0,0,6,0,0,0,0,0,311.0,0.0,0.0,136.0,31.0,140.0,0.0,0.0,0.0,4.0,Marroc,Llagostera,Gironès,Girona,2,Formació intrumental 1
3,3.0,1.0,0.0,0,2,0,0,9,0,1,1,1,1,4,2,2,0,9,1.0,1.0,2,2,3,4,4,2,2,3,2,2,2,2,1,1,4,2,1,3,2,3,3,3,2,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,9384,5,7,2,3,2,2,2,0,1,2,1,2,1,2,2,4,1.0,1.0,1.0,2.0,1,0,1,1,1,2,2,2,2,2,2,3,2,1,1,3,3,3,3,3,1,2,2,2,2,2,0,0,9,0,0,0,0,0,660.0,24.09090909090909,34.09090909090909,-1.0,-1.0,-1.0,29.0,36.0,29.0,30.0,0,1,0,0,0,0,3,0,0,0,1,0,361.0,0.0,0.0,0.0,88.0,199.0,1.0,37.0,0.0,36.0,Espanya,Vila-Seca,Tarragonès,Tarragona,6,Batxillerat 1
3,3.0,0.0,0.0,0,2,0,0,9,0,1,2,6,1,2,0,2,1,1,2.0,2.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9392,6,8,2,4,2,2,2,2,2,2,2,2,1,3,2,4,1.0,1.0,1.0,2.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,1,635.0,16.69291338582677,15.748031496062993,-1.0,-1.0,-1.0,32.0,32.0,32.0,33.0,1,0,0,0,0,0,7,0,0,0,0,0,53.0,0.0,0.0,0.0,35.0,0.0,18.0,0.0,0.0,0.0,R. Dominicana,L'Hospitalet de Llobregat,Barcelonès,Barcelona,4,Formació intrumental 3
4,4.0,0.0,0.0,0,2,0,0,3,1,2,2,2,2,3,0,0,0,2,1.0,1.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,9359,4,6,2,4,2,2,2,2,2,2,2,2,1,3,2,4,2.0,2.0,2.0,3.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,1265.0,21.97628458498024,21.34387351778656,1.3438735177865613,-1.0,-1.0,20.0,21.0,20.0,22.0,0,0,0,0,0,0,4,0,0,0,0,0,830.0,436.0,0.0,0.0,10.0,290.0,0.0,0.0,0.0,94.0,Portugal,COIMBRA,Barcelonès,Fora Cata,5,Educació secundària 1
5,0.0,0.0,0.0,0,2,0,0,9,0,2,1,1,1,3,2,2,2,9,2.0,2.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9623,3,5,2,4,2,2,9,9,9,9,9,2,1,0,1,3,1.0,1.0,1.0,2.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,0,0,0,0,0,545.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.0,36.0,40.0,40.0,6,0,1,0,0,0,2,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,Espanya,Barcelona,Barcelonès,Barcelona,9,n/c
4,4.0,0.0,0.0,0,2,0,0,1,1,1,2,5,1,4,0,1,1,2,2.0,2.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9359,4,6,2,4,2,2,2,2,2,2,2,2,1,2,2,4,2.0,2.0,2.0,3.0,1,0,2,2,2,2,2,2,2,2,2,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,1114.0,61.1310592459605,60.32315978456015,7.450628366247756,-1.0,-1.0,36.0,36.0,36.0,38.0,2,1,0,0,0,0,5,0,0,0,0,0,803.0,2.0,0.0,0.0,190.0,578.0,0.0,0.0,0.0,33.0,Nigèria,Vic,Osona,Barcelona,6,Batxillerat 1
4,4.0,1.0,0.0,0,2,0,0,1,1,2,1,1,1,1,1,2,0,9,3.0,3.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,9359,4,6,2,4,2,2,2,2,2,2,2,2,1,3,2,4,2.0,2.0,2.0,3.0,1,0,2,1,2,1,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,1116.0,28.584229390681003,28.405017921146953,0.0,-1.0,-1.0,48.0,49.0,48.0,51.0,0,0,0,0,0,0,3,0,0,0,0,1,877.0,277.0,0.0,162.0,22.0,323.0,0.0,79.0,0.0,14.0,Espanya,Barcelona,Barcelonès,Barcelona,3,Formació intrumental 2
2,2.0,0.0,0.0,0,2,0,0,9,0,1,2,4,1,1,2,2,0,1,2.0,2.0,2,1,3,3,4,3,3,3,2,1,2,2,2,3,3,2,2,2,2,2,3,3,2,4,3,3,2,2,2,2,2,2,2,1,1,2,2,2,1,0,9147,1,1,1,2,2,2,2,0,1,3,2,2,1,2,2,4,1.0,1.0,1.0,2.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,3,2,3,3,3,3,2,1,2,2,2,2,0,0,9,0,0,0,0,0,660.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.0,36.0,42.0,44.0,0,0,0,0,0,0,5,0,0,0,0,0,295.0,28.0,0.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,Marroc,Roses,Alt Empordà,Girona,3,Formació intrumental 2
2,2.0,0.0,0.0,0,1,0,0,9,0,1,2,3,1,5,1,1,1,2,2.0,3.0,2,2,3,2,2,3,3,2,2,2,2,2,1,3,3,2,2,2,2,3,3,3,2,3,2,3,2,2,1,1,1,2,2,1,2,2,1,2,1,0,90468,6,2,1,1,2,2,2,0,1,3,1,2,3,2,2,4,2.0,1.0,2.0,2.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,3,2,3,3,3,3,2,1,2,2,2,2,0,0,9,0,0,0,0,0,870.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.0,44.0,44.0,46.0,2,0,0,0,0,0,2,0,0,0,0,0,1161.0,0.0,0.0,0.0,340.0,788.0,0.0,0.0,0.0,33.0,Bos.-Hercegovina,Santa Maria de Palautorde,Vallès Oriental,Barcelona,7,Carreres universitàries
4,4.0,0.0,0.0,0,2,0,0,1,1,1,1,1,1,4,2,2,1,9,2.0,2.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9248,6,8,2,4,1,2,2,2,2,2,2,2,1,2,2,4,1.0,1.0,1.0,2.0,1,0,2,2,2,2,2,2,2,2,2,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,630.0,40.31746031746032,74.60317460317461,8.88888888888889,-1.0,-1.0,41.0,41.0,41.0,43.0,2,1,0,0,0,0,5,0,0,0,0,0,582.0,106.0,0.0,0.0,12.0,386.0,0.0,0.0,0.0,78.0,Espanya,Barcelona,Barcelonès,Barcelona,6,CCFF de grau superior
5,0.0,1.0,0.0,0,2,0,0,1,1,2,1,1,1,2,2,2,0,9,1.0,1.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9237,3,5,2,4,2,2,9,9,9,9,9,2,1,2,2,4,2.0,1.0,2.0,2.0,1,0,1,1,1,1,2,2,2,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,0,1,4,0,0,0,1,0,790.0,65.82278481012658,72.78481012658227,14.936708860759492,-1.0,-1.0,25.0,36.0,25.0,26.0,0,1,0,0,0,0,6,0,0,0,1,1,1159.0,299.0,0.0,97.0,0.0,357.0,0.0,370.0,0.0,36.0,Espanya,Badalona,Barcelonès,Barcelona,4,Formació intrumental 3
4,9.0,1.0,0.0,0,2,1,0,2,1,1,2,4,1,3,1,2,1,2,2.0,2.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,9359,4,6,2,4,2,2,2,2,2,2,2,2,1,3,2,4,2.0,2.0,2.0,3.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,1,4,0,0,0,1,0,1155.0,7.965367965367966,7.619047619047619,8.398268398268398,53.93939393939394,-1.0,33.0,33.0,33.0,35.0,2,0,0,0,0,0,4,0,0,0,0,0,285.0,4.0,0.0,0.0,0.0,237.0,0.0,44.0,0.0,0.0,Marroc,Solsona,Solsonès,Lleida,5,Educació secundària 1
2,2.0,0.0,0.0,0,1,0,0,9,0,1,1,1,1,3,1,2,2,9,2.0,2.0,1,1,4,3,3,4,4,3,2,2,2,2,2,2,2,1,2,4,2,4,2,3,2,3,3,3,4,2,2,2,2,1,1,2,2,2,2,2,2,1,90468,6,2,1,2,2,1,2,0,1,3,1,2,1,2,2,4,1.0,1.0,1.0,2.0,0,0,2,1,2,1,2,2,2,2,1,3,2,0,3,4,2,3,3,3,2,2,1,2,2,2,1,1,5,0,1,0,1,0,556.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.0,36.0,35.0,37.0,3,0,0,0,0,0,7,0,0,0,0,1,364.0,0.0,0.0,0.0,55.0,141.0,9.0,87.0,0.0,72.0,Espanya,Calafell,Baix Penedès,Tarragona,5,Educació secundària 1
5,0.0,0.0,0.0,0,2,0,0,1,1,1,2,4,1,2,2,2,0,2,1.0,1.0,2,2,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,2,3,3,2,3,2,3,2,2,2,2,2,2,2,2,1,2,1,2,1,0,9241,3,5,2,4,1,2,2,1,2,2,2,2,1,3,2,4,2.0,1.0,2.0,2.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,910.0,28.571428571428573,27.582417582417584,28.791208791208792,-1.0,-1.0,24.0,24.0,24.0,26.0,0,0,0,0,0,0,6,0,0,0,0,0,304.0,80.0,0.0,12.0,7.0,205.0,0.0,0.0,0.0,0.0,Marroc,Martorell,Baix Llobregat,Barcelona,4,Formació intrumental 3
4,4.0,0.0,0.0,0,2,0,0,1,1,1,1,1,1,3,2,2,0,9,2.0,2.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9359,4,6,2,4,2,2,2,2,2,2,2,2,2,3,2,4,2.0,2.0,2.0,3.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,1825.0,-1.0,0.0,0.0,-1.0,-1.0,38.0,37.0,38.0,38.0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espanya,Badalona,Barcelonès,Barcelona,9,n/c
2,2.0,0.0,1.0,0,2,0,0,9,0,1,1,1,1,4,2,2,0,9,3.0,3.0,2,2,1,1,2,3,3,3,2,2,2,2,2,3,3,1,2,3,2,1,3,3,2,3,3,3,3,1,1,1,2,2,2,2,1,2,2,2,2,0,90468,6,2,1,2,2,2,2,1,1,3,2,2,1,2,1,3,1.0,1.0,1.0,2.0,0,0,1,2,2,2,2,2,2,1,1,3,2,0,1,2,3,3,3,3,1,1,2,2,2,2,1,1,2,0,1,0,0,0,592.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.0,46.0,47.0,47.0,0,0,1,0,0,0,4,0,0,1,0,0,355.0,55.0,0.0,0.0,64.0,186.0,15.0,0.0,35.0,0.0,Espanya,Sant Adrià de Besòs,Barcelonès,Barcelona,6,Batxillerat 1
4,4.0,1.0,0.0,0,2,0,0,1,1,1,2,6,1,2,0,2,1,2,3.0,3.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,93792,5,7,2,3,2,2,2,2,2,2,2,2,1,3,2,4,2.0,1.0,2.0,2.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,1,4,0,0,0,1,1,736.0,7.201086956521739,7.201086956521739,30.97826086956522,-1.0,-1.0,46.0,36.0,46.0,48.0,2,0,0,0,0,0,7,0,0,0,0,0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,Bolívia,L'Hospitalet de Llobregat,Barcelonès,Barcelona,4,Formació intrumental 3
2,2.0,0.0,0.0,0,2,0,0,9,0,1,2,2,2,1,1,1,1,1,2.0,2.0,2,1,3,3,3,3,3,2,2,2,2,2,1,3,3,2,2,2,2,3,3,3,2,3,3,3,3,2,2,2,1,2,2,1,2,2,2,2,2,0,9147,1,1,1,3,1,2,2,1,2,2,1,2,1,2,2,4,1.0,1.0,1.0,2.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,3,3,3,3,3,3,2,2,2,2,2,2,1,1,3,0,0,1,0,0,540.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.0,36.0,35.0,36.0,1,0,0,0,0,0,4,0,0,0,0,0,385.0,2.0,0.0,57.0,38.0,252.0,36.0,0.0,0.0,0.0,Romania,Madrid,Barcelonès,Fora Cata,3,Formació intrumental 2
2,2.0,1.0,0.0,0,1,0,0,9,0,1,1,1,1,3,2,2,1,9,2.0,2.0,2,1,3,3,3,3,3,3,2,1,2,2,2,2,3,2,2,2,2,4,3,3,2,3,3,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,90171,1,2,1,1,2,2,2,0,1,2,1,2,1,2,2,4,2.0,1.0,2.0,2.0,0,0,1,1,1,2,2,2,2,2,1,3,2,0,1,2,1,3,3,3,1,1,1,2,2,2,0,0,9,0,0,0,0,0,780.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.0,33.0,33.0,34.0,1,0,0,0,0,0,8,0,0,0,1,0,263.0,5.0,0.0,0.0,106.0,152.0,0.0,0.0,0.0,0.0,Espanya,Igualada,Anoia,Barcelona,5,Educació secundària 1
5,0.0,0.0,0.0,0,2,0,0,9,0,2,1,1,1,3,2,2,2,9,1.0,1.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9556,6,8,2,4,2,2,9,9,9,9,9,2,1,0,1,2,1.0,1.0,1.0,1.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,0,0,0,0,0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,22.0,22.0,22.0,3,0,3,0,0,0,2,0,0,0,0,0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Espanya,Barcelona,Barcelonès,Barcelona,5,Educació secundària 1
4,4.0,0.0,0.0,0,2,0,0,1,1,1,1,1,1,4,2,2,2,9,3.0,3.0,2,2,3,3,3,3,3,3,2,2,2,2,1,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9241,3,5,2,4,1,2,2,0,2,3,2,2,1,2,2,4,1.0,1.0,1.0,2.0,1,0,2,2,2,2,2,2,2,2,2,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,730.0,49.58904109589041,63.013698630136986,6.301369863013699,-1.0,-1.0,54.0,54.0,54.0,55.0,3,1,0,0,0,0,7,0,0,0,0,0,401.0,16.0,0.0,0.0,23.0,362.0,0.0,0.0,0.0,0.0,Espanya,Calaf,Anoia,Barcelona,6,CCFF de grau superior
4,8.0,0.0,0.0,0,2,0,1,3,1,1,1,1,1,3,2,2,0,9,2.0,2.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9359,4,6,2,4,2,2,2,2,2,2,2,2,1,3,2,4,2.0,2.0,2.0,3.0,1,0,2,2,2,2,2,2,2,2,1,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,1365.0,19.047619047619047,18.388278388278387,95.23809523809524,-1.0,29.5970695970696,35.0,35.0,35.0,37.0,0,0,0,0,0,0,6,0,0,0,0,0,422.0,0.0,0.0,176.0,0.0,246.0,0.0,0.0,0.0,0.0,Espanya,Barcelona,Barcelonès,Barcelona,5,Educació secundària 2
2,2.0,1.0,0.0,1,2,0,0,9,0,1,2,6,1,3,2,2,0,1,1.0,1.0,2,2,3,3,3,2,3,3,2,2,2,2,1,3,2,2,2,2,2,3,3,3,2,3,3,3,3,2,2,2,2,2,1,1,2,2,2,2,2,1,9410,6,8,2,3,2,2,1,0,2,2,1,2,1,2,2,4,2.0,1.0,2.0,2.0,0,0,1,1,2,1,2,1,2,2,1,3,2,0,3,2,3,3,3,3,2,1,2,2,2,2,0,0,9,0,0,0,0,0,752.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.0,36.0,28.0,30.0,0,0,0,0,0,0,9,2,0,0,0,5,884.0,39.0,0.0,31.0,321.0,449.0,1.0,39.0,0.0,4.0,Hondures,Girona,Gironès,Girona,5,Educació secundària 2
